domain_name,agency_organization,maintaining_office,use_case,agency_type,branch,state,comments,link,date_added,city,security_contact_email
thearpc.com,,,,regional,,Florida,"The Apalachee, FL Regional Planning Council -- Note added 7/1/15 19:15",http://thearpc.com/,6/6/13 18:08,,
thecityofnewbrunswick.org,,,,local,,New Jersey,"City of New Brunswick, NJ -- Note added 7/31/13 18:54",http://thecityofnewbrunswick.org/,6/6/13 18:08,,
thecityofnewport.net,,,,local,,Oregon,"City of Newport, OR -- Note added 6/20/14 7:05",http://thecityofnewport.net/,6/6/13 18:08,,
thecityofniles.com,,,,local,,Ohio,"City of Niles, OH -- Note added 3/27/14 18:59",http://thecityofniles.com/,6/6/13 18:08,,
thecommunityguide.org,Department of Health and Human Services,,,federal,unspecified,,"The Community Guide is a website that houses the official collection of all http://www.thecommunityguide.org/about/aboutTF.html Community Preventive Services Task Force (Task Force) findings and the systematic reviews on which they are based. The http://www.cdc.gov/ Centers for Disease Control and Prevention provides administrative, research, and technical support for the Community Preventive Services Task Force. Support is provided by the Community Guide Branch, Division of Epidemiology, Analysis and Library Services, Center for Surveillance, Epidemiology and Laboratory Services, Office of Public Health Scientific Services, Centers for Disease Control and Prevention (CDC). -- Note added 9/24/14 16:07",http://thecommunityguide.org/,9/24/14 16:06,,
theshoalscfc.org,Combined Federal Campaign,,,federal,unspecified,Alabama,Muscle Shoals Area (Alabama) Combined Federal Campaign -- Note added 7/17/13 13:10,http://www.theshoalscfc.org/2014/index.php,6/6/13 18:08,,
thetfordvermont.us,,,,local,,Vermont,"Town of Thetford, VT -- Note added 8/15/14 14:30",http://www.thetfordvermont.us/,6/6/13 18:08,,
sixmilesc.org,,,,local,,South Carolina,"the town of sixmile, sc -- Note added 8/28/15 15:39",http://www.sixmilesc.org/,6/6/13 18:08,,
thevillageok.org,,,,local,,Oklahoma,"the village, ok -- Note added 8/28/15 18:28",http://thevillageok.org/,6/6/13 18:08,,
thinkkentucky.com,,,,state,,Kentucky,kentucky cabinet of economic development -- Note added 8/27/15 16:58,http://thinkkentucky.com/,6/6/13 18:08,,
thomascountyboc.org,,,,county,,Georgia,"Thomas County, Ga -- Note added 8/25/15 16:12",http://thomascountyboc.org/,6/6/13 18:08,,
thomastonct.org,,,,local,,Connecticut,"Town of Thomaston, CT -- Note added 2/6/15 12:49",http://thomastonct.org/,6/6/13 18:08,,
thomastwp.org,,,,local,,Michigan,"thomas township, mi -- Note added 9/3/15 16:17",http://www.thomastwp.org/wp-signup.php?new=thomastwp.org,6/6/13 18:08,,
thomasville.org,,,,local,,Georgia,"City of Thomasville, GA -- Note added 1/14/14 16:35",http://www.thomasville.org/Content/Default/10/62/0/city-of-thomasville/home.html,6/6/13 18:08,,
thomasvilleal.com,,,,local,,Alabama,"City of Thomasville, AL -- Note added 7/17/13 13:11",http://thomasvilleal.com/,6/6/13 18:08,,
thomson.govoffice.com,,,,local,,Minnesota,"Town of Thomson, Esko, MN -- Note added 6/2/15 1:49",http://www.thomson.govoffice.com/,6/6/13 18:09,,
thornbury.org,,,,local,,Pennsylvania,"Township of Thornbury, Delaware County, PA -- Note added 1/22/14 18:30",http://www.thornbury.org/,1/22/14 18:30,,
thornburytwp.com,,,,local,,Pennsylvania,"Thornbury Township, Chester County, PA -- Note added 1/22/14 18:29",http://www.thornburytwp.com/,6/6/13 18:08,,
threeriversmi.org,,,,local,,Michigan,"threerivers, mi -- Note added 9/3/15 16:17",http://www.threeriversmi.org/,6/6/13 18:08,,
throopboro.com,,,,local,,Pennsylvania,"Throop Borough, PA -- Note added 10/2/14 17:34",http://throopboro.com/,6/6/13 18:08,,
thurman-ny.com,,,,local,,New York,"Town of Thurman, NY -- Note added 3/24/14 14:08",http://www.thurman-ny.com/,6/6/13 18:09,,
thurmont.com,,,,local,,Maryland,"Thurmont, MD -- Note added 5/27/14 4:11",http://www.thurmont.com/,6/6/13 18:08,,
thurstonohio.com,,,,local,,Ohio,"Village of Thurston, OH -- Note added 3/28/14 17:02",http://thurstonohio.com/,6/6/13 18:08,,
tiftcounty.org,,,,county,,Georgia,"Tift County, Ga -- Note added 8/25/15 16:12",http://tiftcounty.org/,6/6/13 18:08,,
tifton.net,,,,local,,Georgia,"City of Tifton, Ga -- Note added 8/25/15 16:13",http://www.tifton.net/,6/6/13 18:08,,
tigertonwis.com,,,,local,,Wisconsin,"Village of Tigerton, WI -- Note added 8/8/14 5:30",http://tigertonwis.com/,6/6/13 18:08,,
tillmancounty.org,,,,county,,Oklahoma,"Tillman County, OK -- Note added 8/2/13 15:00",http://tillmancounty.org/,8/2/13 15:00,,
tiltonnh.org,,,,local,,New Hampshire,"tilton, nh -- Note added 9/2/15 19:32",http://tiltonnh.org/,6/6/13 18:08,,
timbisha.com,,,,native_sovereign_nation_tribal,,California,"Timbisha Shoshone Tribe, Bishop, CA -- Note added 3/24/14 12:53",http://timbisha.com/,6/6/13 18:08,,
timnathco.govoffice2.com,,,,local,,Colorado,"Town of Timnath, CO -- Note added 7/14/14 5:55",http://www.timnathco.govoffice2.com/,6/6/13 18:09,,
tinleypark.org,,,,local,,Illinois,"Village of Tinley Park, IL -- Note added 7/3/14 17:42",http://tinleypark.org/,6/6/13 18:08,,
tinmouthvt.org,,,,local,,Vermont,"Town of Tinmouth, VT -- Note added 8/15/14 14:31",http://tinmouthvt.org/,6/6/13 18:08,,
tintonfalls.com,,,,local,,New Jersey,"tinton falls, nj -- Note added 9/16/15 19:18",http://tintonfalls.com/,6/6/13 18:08,,
tiptonco.com,,,,county,,Tennessee,"Tipton County, TN -- Note added 6/26/14 7:18",http://tiptonco.com/,6/6/13 18:08,,
tiptoniowa.org,,,,local,,Iowa,"Tipton, Ia -- Note added 8/26/15 13:56",http://www.tiptoniowa.org/,6/6/13 18:08,,
tishomingo.com,,,,local,,Oklahoma,"tishomingo, ok -- Note added 8/28/15 18:28",http://tishomingo.com/,6/6/13 18:08,,
tishomingo.ms,,,,local,,Mississippi,"Town of Tishomingo, MS -- Note added 7/28/14 14:40",http://tishomingo.ms/,6/6/13 18:08,,
titusville.com,,,,local,,Florida,"The City of Titusville, FL -- Note added 7/1/15 19:16",http://titusville.com/,6/6/13 18:08,,
titusvillepa.com,,,,local,,Pennsylvania,"Titusville, PA -- Note added 10/2/14 17:35",http://titusvillepa.com/,6/6/13 18:08,,
tjpdc.org,,,,regional,,Virginia,"Thomas Jefferson Planning District Commission, serving the city of Charlottesville and the counties of Albemarle, Fluvanna, Greene, Louisa and Nelson in Virginia. -- Note added 7/11/14 18:54",http://tjpdc.org/index.asp,6/6/13 18:08,,
tml1.org,,,,regional,,Tennessee,Tennessee Municipal League -- Note added 6/26/14 7:17,http://tml1.org/,6/6/13 18:08,,
tmrs.org,,,,state,,Texas,Texas Municipal Retirement System (TMRS)  -- Note added 8/18/14 16:14,http://www.tmrs.org/,6/6/13 18:08,,
tndagc.org,,,,state,,Tennessee,Tennessee District Attorneys General Conference -- Note added 6/26/14 7:16,http://www.tndagc.org/,6/6/13 18:08,,
tnema.org,,,,state,,Tennessee,Tennessee Emergency Management Agency -- Note added 6/26/14 7:15,http://www.tnema.org/,6/6/13 18:08,,
tnlottery.com,,,,state,,Tennessee,Lottery Tennessee -- Note added 6/12/13 14:26,http://www.tnlottery.com/,6/6/13 18:08,,
tnmilitary.org,,,,state,,Tennessee,Tennessee National Guard -- Note added 6/26/14 7:13,http://tnmilitary.org/,6/6/13 18:08,,
tnregionalcfc.org,Combined Federal Campaign,,,federal,unspecified,Virginia,Tennessee regional CFC covers TN plus a few counties in neighboring states (tnregionalcfc.org/wp-content/uploads/2012/09/TN-Regional-CFC-TN-Map.pdf). -- Note added 6/6/13 18:08,http://tnregionalcfc.org/,6/6/13 18:08,,
tnvacation.com,,,,state,,Tennessee,"Tennessee Vacation, the travel and tourism site for the state of Tennessee -- Note added 8/18/14 15:23",http://www.tnvacation.com/,6/6/13 19:11,,
tobyhannatownship.org,,,,local,,Pennsylvania,"Tobyhanna Township, PA -- Note added 10/2/14 17:36",http://tobyhannatownship.org/,6/6/13 18:08,,
todaysdocument.tumblr.com,National Archives and Records Administration (NARA),,Website - open to public,federal,unspecified,,"Today's Document, daily featured documents from the holdings of the U.S. National Archives. -- Note added 6/26/13 16:48",,6/6/13 18:08,,
todaysmilitary.com,Department of Defense,,Website - open to public,federal,unspecified,,Department of Defense's recruiting site -- Note added 6/6/13 18:08,http://todaysmilitary.com/,6/6/13 18:08,,
toknc.com,,,,local,,North Carolina,"Tok,  NC -- Note added 9/15/15 18:20",http://toknc.com/,6/6/13 18:08,,
tolland.org,,,,local,,Connecticut,"Town of Tolland, CT -- Note added 2/6/15 12:50",http://www.tolland.org/,6/6/13 18:08,,
tollesonaz.org,,,,local,,Arizona,"City of Tolleson, AZ -- Note added 12/13/13 13:20",http://tollesonaz.org/,6/6/13 18:08,,
tompsc.com,,,,local,,South Carolina,"Town of Mount Pleasant, SC -- Note added 6/6/13 18:09",http://tompsc.com/,6/6/13 18:09,,
tomsrivertownship.com,,,,local,,New Jersey,"toms river township, nj -- Note added 9/16/15 19:19",http://tomsrivertownship.com/,6/6/13 18:08,,
tonasketcity.org,,,,local,,Washington,"City of Tonasket, WA -- Note added 11/12/14 6:53",http://www.tonasketcity.org/,6/6/13 18:08,,
tonganoxie.org,,,,local,,Kansas,"City of Tonganoxie, KS -- Note added 7/10/14 6:58",https://www.tonganoxie.org/,6/6/13 18:08,,
topeka.org,,,,local,,Kansas,"City of Topeka, KS -- Note added 7/10/14 5:28",http://www.topeka.org/index.shtml,6/6/13 18:08,,
topsailbeach.org,,,,local,,North Carolina,"topsail beach, NC -- Note added 9/15/15 18:21",http://www.topsailbeach.org/,6/6/13 18:08,,
topshammaine.com,,,,local,,Maine,"topsham, maine -- Note added 8/27/15 20:04",http://www.topshammaine.com/,6/6/13 18:08,,
torrancecountynm.org,,,,county,,New Mexico,"Torrance County, NM -- Note added 7/16/14 5:44",http://torrancecountynm.org/,6/6/13 18:08,,
torringtonct.org,,,,local,,Connecticut,"City of Torrington, CT -- Note added 2/6/15 12:51",http://torringtonct.org/Public_Documents/index,6/6/13 18:08,,
tosv.com,,,,local,,Colorado,"Town of Snowmass Village, CO -- Note added 7/14/14 5:52",http://tosv.com/,6/6/13 18:08,,
totowanj.org,,,,local,,New Jersey,"borough of totowa, nj -- Note added 9/16/15 19:19",http://totowanj.org/,6/6/13 18:08,,
towamencin.org,,,,local,,Pennsylvania,"Towamencin Township, PA -- Note added 10/2/14 17:37",http://towamencin.org/,6/6/13 18:08,,
town-and-country.org,,,,local,,Missouri,"City of Town and Country, MO -- Note added 8/18/14 15:26",http://www.town-and-country.org/,6/6/13 18:08,,
town-atkinsonnh.com,,,,local,,New Hampshire,"town of atkinson, nh -- Note added 9/2/15 19:33",http://town-atkinsonnh.com/,6/6/13 18:08,,
town-eastonmd.com,,,,local,,Maryland,"Town of Easton, MD -- Note added 5/27/14 4:14",http://www.town-eastonmd.com/,6/6/13 18:08,,
grotonnh.org,,,,local,,New Hampshire,"groton, nh -- Note added 9/2/15 19:33",http://www.grotonnh.org/,6/6/13 18:08,,
town.ashland.va.us,,,,local,,Virginia,"Town of Ashland, VA -- Note added 6/27/14 14:57",http://town.ashland.va.us/,6/6/13 18:08,,
town.berlin.ct.us,,,,local,,Connecticut,"Town of Berlin, CT -- Note added 2/6/15 12:52",http://www.town.berlin.ct.us/,6/6/13 18:08,,
town.blackearth.wi.us,,,,local,,Wisconsin,"Town of Black Earth, WI -- Note added 8/8/14 5:31",http://town.blackearth.wi.us/,6/6/13 18:08,,
town.boonsboro.md.us,,,,local,,Maryland,"Town of Boonsboro, MD -- Note added 7/25/13 16:00",http://www.town.boonsboro.md.us/,6/6/13 18:09,,
town.bridgewater.va.us,,,,local,,Virginia,"Town of Bridgewater, VA -- Note added 6/27/14 14:58",http://town.bridgewater.va.us/,6/6/13 18:08,,
town.broadway.va.us,,,,local,,Virginia,"Town of Broadway, VA -- Note added 6/27/14 15:00",http://town.broadway.va.us/,6/6/13 18:08,,
town.coupeville.wa.us,,,,local,,Washington,"Town of Coupeville, WA -- Note added 11/12/14 6:52",http://town.coupeville.wa.us/,6/6/13 18:08,,
town.darrington.wa.us,,,,local,,Washington,"Town of Darrington, WA -- Note added 11/12/14 6:51",http://town.darrington.wa.us/,6/6/13 18:08,,
town.dunn.wi.us,,,,local,,Wisconsin,"Town of Dunn, WI -- Note added 8/8/14 5:33",http://town.dunn.wi.us/,6/6/13 18:08,,
town.exeter.ri.us,,,,local,,Rhode Island,"Town of Exeter,  RI -- Note added 6/7/13 18:50",http://town.exeter.ri.us/,6/6/13 18:08,,
falmouthme.org,,,,local,,Maine,"falmouth, me -- Note added 8/27/15 20:05",http://www.falmouthme.org/,6/6/13 18:08,,
town.farmington.wi.us,,,,local,,Wisconsin,"Town of Farmington, WI -- Note added 8/8/14 5:34",http://town.farmington.wi.us/,6/6/13 18:08,,
town.groton.ct.us,,,,local,,Connecticut,"Town of Groton, CT -- Note added 2/6/15 12:53",http://town.groton.ct.us/,6/6/13 18:08,,
town.hamilton.va.us,,,,local,,Virginia,"Town of Hamilton, VA -- Note added 6/27/14 15:01",http://www.town.hamilton.va.us/,6/6/13 18:08,,
town.hillsborough.nh.us,,,,local,,New Hampshire,"Town of Hillsborough, NH -- Note added 3/24/14 13:23",http://www.town.hillsborough.nh.us/Public_Documents/index,6/6/13 18:08,,
town.jaffrey.nh.us,,,,local,,New Hampshire,"town of jaffrey, nh -- Note added 9/2/15 19:34",http://town.jaffrey.nh.us/Pages/index,6/6/13 18:08,,
town.kensington.nh.us,,,,local,,New Hampshire,"town of kensington, nh -- Note added 9/2/15 19:34",http://town.kensington.nh.us/,6/6/13 18:08,,
town.ledyard.ct.us,,,,local,,Connecticut,"Town of Ledyard, CT -- Note added 2/6/15 12:54",http://town.ledyard.ct.us/,6/6/13 18:09,,
town.lincolnville.me.us,,,,local,,Maine,"lincolnville, me -- Note added 8/27/15 20:05",http://www.town.lincolnville.me.us/,6/6/13 18:08,,
town.lyndeborough.nh.us,,,,local,,New Hampshire,"town of lyndeborough, nh -- Note added 9/2/15 19:35",http://town.lyndeborough.nh.us/Pages/index,6/6/13 18:08,,
town.marshfield.vt.us,,,,local,,Vermont,"Town of Marshfield, VT -- Note added 8/15/14 14:33",http://www.town.marshfield.vt.us/,6/6/13 18:08,,
town.medfield.net,,,,local,,Massachusetts,"Town of Medfield, MA -- Note added 3/24/14 13:29",http://www.town.medfield.net/,6/6/13 18:08,,
town.middleton.wi.us,,,,local,,Wisconsin,"Town of Middleton, WI -- Note added 8/8/14 5:35",http://town.middleton.wi.us/,6/6/13 18:08,,
town.morrison.co.us,,,,local,,Colorado,"Town of Morrison, CO n  -- Note added 7/14/14 5:47",http://town.morrison.co.us/,6/6/13 18:08,,
town.oregon.wi.us,,,,local,,Wisconsin,"Town of Oregon, WI -- Note added 8/8/14 5:36",http://town.oregon.wi.us/,6/6/13 18:08,,
rindgenh.org,,,,local,,New Hampshire,"town of rindge, nh -- Note added 9/2/15 19:35",http://www.rindgenh.org/,6/6/13 18:08,,
town.rockport.me.us,,,,local,,Maine,"rockport, me -- Note added 8/27/15 20:06",http://www.town.rockport.me.us/,6/6/13 18:09,,
town.rye.nh.us,,,,local,,New Hampshire,"town of rye, nh -- Note added 9/2/15 19:36",http://town.rye.nh.us/pages/index,6/6/13 18:09,,
town.springfield.wi.us,,,,local,,Wisconsin,"Town of Springfield, WI -- Note added 8/8/14 5:37",http://www.town.springfield.wi.us/,6/6/13 18:09,,
town.stoneville.nc.us,,,,local,,North Carolina," Town of Stoneville, NC -- Note added 9/15/15 18:21",http://town.stoneville.nc.us/,6/6/13 18:09,,
town.sunapee.nh.us,,,,local,,New Hampshire,"town of sunapee, nh -- Note added 9/2/15 19:36",http://town.sunapee.nh.us/Pages/index,6/6/13 18:09,,
town.swanzey.nh.us,,,,local,,New Hampshire,"town of swanzey, nh -- Note added 9/2/15 19:37",http://www.town.swanzey.nh.us/,6/6/13 18:09,,
town.verona.wi.us,,,,local,,Wisconsin,"Town of Verona, WI -- Note added 8/8/14 5:39",http://www.town.verona.wi.us/,6/6/13 18:09,,
town.waterford.ny.us,,,,local,,New York,"Town of Waterford, NY -- Note added 11/9/15 20:05",http://www.town.waterford.ny.us/,6/6/13 18:09,,
town.wellton.az.us,,,,local,,Arizona,"Town of Wellton, AZ -- Note added 12/13/13 13:20",http://town.wellton.az.us/,6/6/13 18:09,,
town.williston.vt.us,,,,local,,Vermont,"Town of Williston, VT -- Note added 8/15/14 14:34",http://www.town.williston.vt.us/,6/6/13 18:09,,
towncenterville.weebly.com,,,,local,,Wisconsin,"Town of Centerville, WI -- Note added 8/8/14 5:41",http://towncenterville.weebly.com/,6/6/13 18:08,,
townercountynd.com,,,,local,,North Dakota,"Towner County, ND -- Note added 7/22/14 6:06",http://townercountynd.com/,6/6/13 18:08,,
foxboroughma.gov,,,,local,,Massachusetts," town foxborough, Ma -- Note added 8/26/15 16:26",http://www.foxboroughma.gov/Pages/index,6/6/13 18:09,,
towngenesee.org,,,,local,,Wisconsin,"Town of Genesee, WI -- Note added 8/8/14 5:43",http://www.towngenesee.org/,6/6/13 18:09,,
townlyme.org,,,,local,,Connecticut,"Town of Lyme, CT -- Note added 2/6/15 12:55",http://townlyme.org/,6/6/13 18:09,,
townofaberdeen.net,,,,local,,North Carolina,"town of aberdeen, NC -- Note added 9/15/15 18:21",,6/6/13 18:09,,
townofalden.com,,,,local,,Wisconsin,"Town of Alden, WI -- Note added 1/14/14 13:38",http://www.townofalden.com/,6/6/13 18:09,,
townofalgoma.org,,,,local,,Wisconsin,"Town of Algoma, WI -- Note added 8/8/14 5:45",http://townofalgoma.org/,6/6/13 18:09,,
townofandrews.org,,,,local,,South Carolina,"town of andrews, sc -- Note added 8/28/15 15:40",http://townofandrews.org/home/,6/6/13 18:09,,
townofangelica.com,,,,local,,Wisconsin,"Town of Angelica, WI -- Note added 8/8/14 5:46",http://townofangelica.com/,6/6/13 18:09,,
townofappalachiava.us,,,,local,,Virginia,"Town of Appalachia, VA. -- Note added 7/11/14 18:55",http://townofappalachiava.us/,6/6/13 18:09,,
townofarena.com,,,,local,,Wisconsin,"Town of Arena, WI -- Note added 8/8/14 5:48",http://www.townofarena.com/,6/6/13 18:09,,
townofarietta.com,,,,local,,New York,"Town of Arietta, NY -- Note added 6/6/13 18:09",,6/6/13 18:09,,
townofarlington.org,,,,local,,Tennessee,"Town of Arlington, TN -- Note added 6/26/14 7:07",http://townofarlington.org/,6/6/13 18:09,,
townofashippun.org,,,,local,,Wisconsin,"Town of Ashippun, WI -- Note added 8/8/14 5:49",http://townofashippun.org/,6/6/13 18:09,,
townofashland.net,,,,local,,New York,"Town of Ashland, Chemung County, NY -- Note added 3/24/14 14:09",http://townofashland.net/,3/24/14 14:09,,
townofashland.org,,,,local,,Maine,"Town of Ashland, ME -- Note added 3/24/14 14:12",http://townofashland.org/,6/6/13 18:09,,
townofatlanticbeachsc.com,,,,local,,South Carolina,"town of atlantic beach, sc -- Note added 8/28/15 15:40",http://www.townofatlanticbeachsc.com/,6/6/13 18:09,,
townofbannerelk.org,,,,local,,North Carolina,"town of banner elk, NC -- Note added 9/15/15 18:22",http://www.townofbannerelk.org/,6/6/13 18:09,,
townofbecket.org,,,,local,,Massachusetts,"becket, Ma -- Note added 8/26/15 16:26",http://townofbecket.org/Public_Documents/index,6/6/13 18:09,,
townofbelgrade.com,,,,local,,Maine,"Town of Belgrade, ME -- Note added 6/28/13 17:07",http://www.townofbelgrade.com/,6/6/13 18:08,,
townofbelleair.com,,,,local,,Florida,"The Town of Belleair, FL -- Note added 7/1/15 19:17",http://townofbelleair.com/,6/6/13 18:09,,
townofbellefonte.com,,,,local,,Delaware,"Town of Bellefonte, DE -- Note added 6/7/13 17:24",http://www.townofbellefonte.com/,6/6/13 18:09,,
townofbeloit.org,,,,local,,Wisconsin,"Town of Beloit, WI -- Note added 8/8/14 5:49",http://townofbeloit.org/,6/6/13 18:09,,
townofbennettwi.org,,,,local,,Wisconsin,"Town of Bennett, WI -- Note added 7/22/13 16:23",http://townofbennettwi.org/,7/22/13 16:23,,
townofbennington.com,,,,local,,New Hampshire,"town of bennington, nh -- Note added 9/2/15 19:37",http://townofbennington.com/,6/6/13 18:09,,
townofbenson.com,,,,local,,North Carolina,"town of benson, NC -- Note added 9/15/15 18:22",http://townofbenson.com/,6/6/13 18:09,,
townofbernalillo.org,,,,local,,New Mexico,"Town of Bernalillo, NM -- Note added 7/16/14 5:45",http://townofbernalillo.org/,6/6/13 18:09,,
townofberry.org,,,,local,,Wisconsin,"Town of Berry, WI -- Note added 8/8/14 5:51",http://townofberry.org/,6/6/13 18:09,,
townofberwick.org,,,,local,,Louisiana," Berwick, La -- Note added 8/24/15 15:16",http://townofberwick.org/,6/6/13 18:09,,
townofbethanybeach.com,,,,local,,Delaware,"Town of Bethany Beach, DE -- Note added 6/7/13 17:24",http://townofbethanybeach.com/,6/6/13 18:09,,
townofbetterton.com,,,,local,,Maryland,"Town of Betterton, MD -- Note added 5/27/14 4:17",http://www.townofbetterton.com/,6/6/13 18:09,,
townofbigbend.com,,,,local,,Wisconsin,"Town of Big Bend, WI -- Note added 8/8/14 5:52",http://townofbigbend.com/,6/6/13 18:09,,
