domain_name,agency_organization,maintaining_office,use_case,Type of government,Federal branch,state,comments,link,date_added,agency_type,branch,Domain Type,city,security_contact_email
osbornecounty.org,,,,County,,Kansas,"Osborne County, KS -- Note added 7/10/14 6:28",http://osbornecounty.org/,6/6/13 18:08,county,,,,
osceola-county.org,,,,County,,Michigan,"osceola county, mi -- Note added 9/3/15 15:51",http://osceola-county.org/,6/6/13 18:08,county,,,,
osceola.org,,,,County,,Florida,"Osceola County, FL -- Note added 7/1/15 18:21",http://www.osceola.org/,6/6/13 18:08,county,,,,
oscn.net,,,,State,,Oklahoma,OK State Court System -- Note added 8/28/15 18:23,http://www.oscn.net/v4/,6/6/13 18:08,state,,,,
oscodatownshipmi.gov,,,,Local,,Michigan,"oscoda township, mi -- Note added 9/3/15 15:51",http://www.oscodatownshipmi.gov/1/322/index.asp,6/6/13 18:08,local,,,,
osgov.com,,,,Local,,Washington,"City of Ocean Shores, WA -- Note added 11/17/14 7:18",http://osgov.com/,6/6/13 18:08,local,,,,
oshtemo.org,,,,Local,,Michigan,"oshtemo, mi -- Note added 9/3/15 15:52",http://www.oshtemo.org/,6/6/13 18:08,local,,,,
oskaloosaiowa.org,,,,Local,,Iowa,"oskaloosa, ia -- Note added 8/25/15 20:50",http://oskaloosaiowa.org/,6/6/13 18:08,local,,,,
osp.maryland.gov,,,,State,,Maryland,Office of the Maryland State Prosecutor -- Note added 5/27/14 3:40,http://www.osp.maryland.gov/,6/6/13 18:08,state,,,,
ossipee.org,,,,Local,,New Hampshire,"ossipee, nh -- Note added 9/2/15 19:05",http://www.ossipee.org/,6/6/13 18:08,local,,,,
oswegoil.org,,,,Local,,Illinois,"Village of Oswego, IL -- Note added 7/3/14 15:29",http://www.oswegoil.org/,6/6/13 18:08,local,,,,
oswegony.org,,,,Local,,New York,"City of Oswego, NY -- Note added 7/2/15 11:13",http://www.oswegony.org/,6/6/13 18:08,local,,,,
othellowa.gov,,,,Local,,Washington,"City of Othello, WA -- Note added 11/17/14 7:17",http://www.othellowa.gov/,6/6/13 18:08,local,,,,
otsegocounty.com,,,,County,,New York,"County of Otsego, NY -- Note added 7/2/15 11:14",http://otsegocounty.com/,6/6/13 18:08,county,,,,
ottawa.okcounties.org,,,,County,,Oklahoma,"Ottawa County, OK -- Note added 8/2/13 14:45",http://ottawa.okcounties.org/,8/2/13 14:45,county,,,,
ottawacounty.org,,,,County,,Kansas,"Ottawa County, KS -- Note added 7/10/14 6:27",http://ottawacounty.org/,6/6/13 18:08,county,,,,
ottawaohio.us,,,,Local,,Ohio,"Village of Ottawa, OH -- Note added 3/26/14 18:46",http://ottawaohio.us/,6/6/13 18:08,local,,,,
oup.org,Department of Housing and Urban Development,,,Federal,,,HUD Office of University Partnerships -- Note added 11/20/13 12:58,,6/6/13 18:08,federal,unspecified,,,
ourclark.com,,,,Local,,New Jersey,"Clark Township, nj -- Note added 9/16/15 16:13",http://www.ourclark.com/,6/6/13 18:08,local,,,,
outagamie.org,,,,County,,Wisconsin,"Outagamie County, WI -- Note added 8/2/13 13:52",http://www.outagamie.org/,6/6/13 18:08,county,,,,
owensboro.org,,,,Local,,Kentucky,"owensboro, ky -- Note added 8/27/15 16:53",http://www.owensboro.org/,6/6/13 18:08,local,,,,
ownyourlimits.org,Department of Defense,,,Federal,,,"Own Your Limits, a U.S. Department of Defense program, is an educational campaign for the U.S. military. The mission of the campaign is to help Service members learn to drink responsibly, if they choose to drink alcohol. - from https://www.ownyourlimits.org/ 3/12/20",https://www.ownyourlimits.org/,3/12/20,federal,unspecified,,,
owsleycountykentucky.com,,,,County,,Kentucky,"owsley county, kentucky -- Note added 8/27/15 16:55",http://owsleycountykentucky.com/,6/6/13 18:08,county,,,,
owyheecounty.net,,,,County,,Idaho,"Owyhee County, ID -- Note added 7/8/13 19:21",http://owyheecounty.net/index1.php?home,6/6/13 18:08,county,,,,
oxfordalabama.org,,,,Local,,Alabama,"City of Oxford, AL -- Note added 7/15/13 18:13",http://www.oxfordalabama.org/,6/6/13 18:08,local,,,,
oxfordcounty.org,,,,County,,Maine,"oxford county, me -- Note added 8/27/15 19:49",http://oxfordcounty.org/,6/6/13 18:08,county,,,,
oxfordgeorgia.org,,,,Local,,Georgia,"City of Oxford, Ga -- Note added 8/25/15 15:46",http://oxfordgeorgia.org/,6/6/13 18:08,local,,,,
oxfordmd.net,,,,Local,,Maryland,"Town of Oxford, MD -- Note added 5/27/14 3:42",http://www.oxfordmd.net/,6/6/13 18:08,local,,,,
oxfordms.net,,,,Local,,Mississippi,"City of Oxford, MS -- Note added 7/25/14 17:55",http://oxfordms.net/,6/6/13 18:08,local,,,,
oxfordnc.org,,,,Local,,North Carolina,"oxford, NC -- Note added 9/15/15 17:42",http://oxfordnc.org/,6/6/13 18:08,local,,,,
oxfordny.com,,,,Local,,New York,"Town of Oxford, NY -- Note added 7/2/15 11:14",http://oxfordny.com/government/town/,6/6/13 18:08,local,,,,
villageofoxfordny.com,,,,Local,,New York,"Village of Oxford, NY -- Note added 7/2/15 11:15",http://www.villageofoxfordny.com/,6/6/13 18:08,local,,,,
villageofoxford.org,,,,Local,,Michigan,"oxford township, mi -- Note added 9/3/15 15:53",http://www.villageofoxford.org/,6/6/13 18:08,local,,,,
oxfordtownship.us,,,,Local,,Minnesota,"Oxford Township, MN -- Note added 5/1/15 1:50",http://www.oxfordtownship.us/,6/6/13 18:08,local,,,,
oxfordtwpnj.org,,,,Local,,New Jersey,"Oxford Township, NJ -- Note added 3/20/14 16:54",http://www.oxfordtwpnj.org/,6/6/13 18:08,local,,,,
oysterbaytown.com,,,,Local,,New York,"Town of Oyster Bay, NY -- Note added 7/2/15 11:17",http://oysterbaytown.com/,6/6/13 18:08,local,,,,
ozarkalabama.us,,,,Local,,Alabama,"City of Ozark, AL -- Note added 6/7/13 14:52",http://www.ozarkalabama.us/ozark/,6/6/13 18:08,local,,,,
p2pays.org,,,,State,,North Carolina,North Carolina Division of Environmental Assistance and Customer Service   -- Note added 9/15/15 17:43,http://p2pays.org/,6/6/13 18:08,state,,,,
pacast.com,,,,State,,Pennsylvania,Commonwealth of Pennsylvania's media hub -- Note added 6/6/13 18:08,http://pacast.com/,6/6/13 18:08,state,,,,
pacificnwcfc.org,Combined Federal Campaign,,,Federal,,Washington,Pacific Northwest Combined Federal Campaign -- Note added 6/20/14 7:19,http://pacificnwcfc.org/,6/6/13 18:08,federal,unspecified,,,
pacourts.us,,,,State,,Pennsylvania,Unified Judicial System of Pennsylvania -- Note added 1/10/14 15:20,http://www.pacourts.us/,6/6/13 18:08,state,,,,
paehealth.org,,,,State,,Pennsylvania,PA eHealth Partnership Authority -- Note added 6/7/13 11:53,http://www.paehealth.org/index.php,6/7/13 11:53,state,,,,
pafirstnet.com,,,,State,,Pennsylvania,Pennsylvania FirstNet. See also http://www.ntia.doc.gov/sligp/pennsylvania.  -- Note added 9/24/14 16:11,http://pafirstnet.com/,9/24/14 16:09,state,,,,
painesville.com,,,,Local,,Ohio,"City of Painseville, OH -- Note added 3/26/14 18:47",http://www.painesville.com/,6/6/13 18:08,local,,,,
painesvilletwp.com,,,,Local,,Ohio,"Township of Painesville, OH -- Note added 8/26/13 16:37",http://www.painesvilletwp.com/,8/26/13 16:36,local,,,,
palatinetownship.com,,,,Local,,Illinois,"Palatine Township, IL -- Note added 7/3/14 15:37",http://www.palatinetownship.com/,6/6/13 18:08,local,,,,
palaugov.org,,,,State,,Palau,Republic of Palau National Government -- Note added 6/7/13 18:27,http://palaugov.org/,6/6/13 18:08,state,,,,
palausupremecourt.net,,,,State,,Palau,Palau Judiciary Branch -- Note added 5/27/14 15:03,http://www.palausupremecourt.net/,5/27/14 15:02,state,,,,
palmbayflorida.org,,,,Local,,Florida,"The City of Palm Bay, FL -- Note added 7/1/15 18:23",http://palmbayflorida.org/,6/6/13 18:08,local,,,,
palmcoastgov.com,,,,Local,,Florida,"City of Palm Coast, FL -- Note added 7/31/13 13:31",http://www.palmcoastgov.com/,6/6/13 18:08,local,,,,
palmertonborough.com,,,,Local,,Pennsylvania,"Borough of Palmerton, PA, and police department -- Note added 6/12/13 18:06",http://palmertonborough.com/,6/6/13 18:08,local,,,,
palmertwp.com,,,,Local,,Pennsylvania,"Palmer Township, PA -- Note added 10/1/14 15:51",http://palmertwp.com/,6/6/13 18:08,local,,,,
palmettofl.org,,,,Local,,Florida,"The City of Palmetto, FL -- Note added 7/1/15 18:25",http://palmettofl.org/,6/6/13 18:08,local,,,,
palmyra.govoffice.com,,,,Local,,Maine,"palmyra, me -- Note added 8/27/15 19:49",http://www.palmyra.govoffice.com/,6/6/13 18:09,local,,,,
palosheights.org,,,,Local,,Illinois,"City of Palos Heights, IL -- Note added 7/3/14 15:37",http://www.palosheights.org/,6/6/13 18:08,local,,,,
paloshillsweb.org,,,,Local,,Illinois,"City of Palos Hills, IL -- Note added 7/3/14 15:38",http://paloshillsweb.org/,6/6/13 18:08,local,,,,
palospark.org,,,,Local,,Illinois,"Village of Palos Park, IL -- Note added 7/3/14 15:38",http://palospark.org/,6/6/13 18:08,local,,,,
pancanal.com,Autoridad del Canal de Panama/Panama Canal Authority,,Website - open to public,Federal,,,Panama Canal Authority -- Note added 3/24/14 16:15,http://pancanal.com/eng/,6/6/13 18:08,federal,unspecified,,,
pantex.com,Department of Energy (DOE),,,Federal,,Texas,Redirects to https://pantex.energy.gov.,https://pantex.com/,8/27/19 0:00,federal,unspecified,,,
pantonvt.us,,,,Local,,Vermont,"Town of Panton, VT -- Note added 8/14/14 5:42",http://www.pantonvt.us/,6/6/13 18:08,local,,,,
paonews.net,,,,State,,Georgia,Georgia State Defense Force public affairs office. Website mirrored on gasdf.com. Referenced on https://ga.ng.mil/Leadership/Georgia-State-Defense-Force/.,https://paonews.net/,2/23/22 0:00,state,,,,
parachutecolorado.com,,,,Local,,Colorado,"Town of Parachute, CO -- Note added 7/14/14 6:47",http://parachutecolorado.com/,6/6/13 18:09,local,,,,
paradisetownship.com,,,,Local,,Pennsylvania,"Paradise Township, PA -- Note added 10/1/14 15:55",http://paradisetownship.com/indexrevised.cfm?,6/6/13 18:08,local,,,,
paramusborough.org,,,,Local,,New Jersey,"paramus borough, nj -- Note added 9/16/15 16:29",http://paramusborough.org/,6/6/13 18:08,local,,,,
parchment.org,,,,Local,,Michigan,"parchment, mi -- Note added 9/3/15 15:53",http://www.parchment.org/,6/6/13 18:08,local,,,,
parkcityks.com,,,,Local,,Kansas,"Park City, KS -- Note added 7/10/14 6:24",http://parkcityks.com/,6/6/13 18:08,local,,,,
parkco.us,,,,County,,Colorado,"Park County, CO -- Note added 1/14/14 15:05",http://parkco.us/,6/6/13 18:08,county,,,,
parkcounty.org,,,,County,,Montana,"Park County, MT -- Note added 11/22/13 13:55",http://parkcounty.org/,6/6/13 18:08,county,,,,
parkcounty.us,,,,County,,Wyoming,"Park County, WY -- Note added 6/7/13 16:09",http://parkcounty.us/,6/6/13 18:08,county,,,,
parkeronline.org,,,,Local,,Colorado,"Town of Parker, CO -- Note added 7/14/14 6:46",http://parkeronline.org/,6/6/13 18:08,local,,,,
parkersburgcity.com,,,,Local,,West Virginia,"City of Parkersburg, WV -- Note added 11/20/13 13:09",http://parkersburgcity.com/wp/,6/6/13 18:08,local,,,,
parkersburgia.com,,,,Local,,Iowa,"Parkersburg, Ia -- Note added 8/25/15 20:52",http://www.parkersburgia.com/,6/6/13 18:08,local,,,,
parkersprairie.net,,,,Local,,Minnesota,"City of Parkers Prairie, MN -- Note added 5/1/15 1:50",http://www.parkersprairie.net/,6/6/13 18:08,local,,,,
parkesburg.org,,,,Local,,Pennsylvania,"Borough of Parkesburg, PA -- Note added 3/20/14 16:57",http://www.parkesburg.org/,6/6/13 18:08,local,,,,
parkridge.us,,,,Local,,Illinois,"City of Park Ridge, IL -- Note added 7/3/14 15:38",http://www.parkridge.us/,6/6/13 18:08,local,,,,
parkridgeboro.com,,,,Local,,New Jersey,"parkridge borough, nj -- Note added 9/16/15 16:29",http://parkridgeboro.com/,6/6/13 18:08,local,,,,
parksideboro.com,,,,Local,,Pennsylvania,"Parkside Borough, PA -- Note added 10/1/14 17:44",http://parksideboro.com/,6/6/13 18:08,local,,,,
parksley.org,,,,Local,,Virginia,"Town of Parksley, VA -- Note added 6/20/14 13:51",http://parksley.org/,6/6/13 18:08,local,,,,
parkswildlifefoundation.org,,,,State,,South Dakota,South Dakota Parks & Wildlife Foundation -- Note added 7/17/14 5:50,http://parkswildlifefoundation.org/,6/6/13 18:08,state,,,,
parktownship.org,,,,Local,,Michigan,"park township, mi -- Note added 9/3/15 15:54",http://parktownship.org/,6/6/13 18:08,local,,,,
parmany.org,,,,Local,,New York,"Town of Parma, NY -- Note added 7/2/15 11:20",http://parmany.org/index.php,6/6/13 18:08,local,,,,
parsippany.net,,,,Local,,New Jersey,"Township of Parsippany-Troy Hills, nj -- Note added 9/16/15 16:30",http://www.parsippany.net/,6/6/13 18:08,local,,,,
pascocountyfl.net,,,,County,,Florida,"Pasco County, FL -- Note added 7/1/15 18:26",http://pascocountyfl.net/,6/6/13 18:08,county,,,,
passaiccountynj.org,,,,County,,New Jersey,"Passaic County, nj -- Note added 9/16/15 16:31",http://passaiccountynj.org/,6/6/13 18:08,county,,,,
passhe.edu,,,,State,,Pennsylvania,PA State System of Higher Education -- Note added 6/7/13 11:53,http://www.passhe.edu/Pages/default.aspx,6/7/13 11:53,state,,,,
patchoguevillage.org,,,,Local,,New York,"Village of Patchogue, NY -- Note added 7/2/15 11:21",http://patchoguevillage.org/,6/6/13 18:08,local,,,,
pateros.com,,,,Local,,Washington,"City of Pateros, WA -- Note added 7/24/13 13:55",http://pateros.com/,7/24/13 13:54,local,,,,
patientsafetyauthority.org,,,,State,,Pennsylvania,PA Patient Safety Authority -- Note added 6/7/13 11:53,http://patientsafetyauthority.org/Pages/Default.aspx,6/7/13 11:53,state,,,,
patriotspoint.org,,,,Local,,South Carolina,"patriots point, sc -- Note added 8/28/15 15:16",http://patriotspoint.org/,6/6/13 18:08,local,,,,
pattersonny.org,,,,Local,,New York,"Town of Patterson, NY -- Note added 7/2/15 11:22",http://pattersonny.org/,6/6/13 18:08,local,,,,
pattersontwp.com,,,,Local,,Pennsylvania,"Patterson Township, PA -- Note added 10/1/14 12:57",http://www.pattersontwp.com/,6/6/13 18:08,local,,,,
pattonboro.com,,,,Local,,Pennsylvania,"Patton Borough, PA -- Note added 10/1/14 18:03",http://pattonboro.com/,6/6/13 18:08,local,,,,
paturnpike.com,,,,State,,Pennsylvania,Pennsylvania Turnpike Commission -- Note added 10/1/14 18:05,http://www.paturnpike.com/,6/6/13 18:08,state,,,,
web.paulbunyan.net,,,,Local,,Minnesota,"Ten Lake Township, MN -- Note added 11/20/13 13:53",http://web.paulbunyan.net/tenlake/Ten_Lake_Township.html,6/6/13 18:08,local,,,,
paulsboronj.org,,,,Local,,New Jersey,"pauls borough, nj -- Note added 9/16/15 16:31",http://paulsboronj.org/,6/6/13 18:08,local,,,,
pawlingny.virtualtownhall.net,,,,Local,,New York,"Town of Pawling, NY -- Note added 7/2/15 11:22",http://pawlingny.virtualtownhall.net/Pages/index,6/6/13 18:08,local,,,,
pawneecountykansas.com,,,,County,,Kansas,"Pawnee County, KS -- Note added 7/10/14 6:23",http://pawneecountykansas.com/,6/6/13 18:08,county,,,,
pawtucketri.com,,,,Local,,Rhode Island,"City of Pawtucket, RI -- Note added 7/1/15 13:31",http://pawtucketri.com/,6/6/13 18:08,local,,,,
payettecounty.org,,,,County,,Idaho,"Payette County, ID -- Note added 7/8/13 19:22",http://payettecounty.org/,6/6/13 18:08,county,,,,
paynecounty.org,,,,County,,Oklahoma,"Payne County, OK -- Note added 8/2/13 14:57",http://www.paynecounty.org/,6/6/13 18:08,county,,,,
paynesvillemn.com,,,,Local,,Minnesota,"City of Paynesville, MN -- Note added 6/10/15 14:42",http://www.paynesvillemn.com/,6/6/13 18:08,local,,,,
pbcgov.com,,,,County,,Florida,"Palm Beach County, FL -- Note added 2/11/14 13:18",http://www.pbcgov.com/,2/11/14 13:18,county,,,,
pbgc.org,Pension Benefit Guarantee Corporation (PBGC),,Redirect,Federal,,,Redirects to https://www.pbgc.gov/. -DPM 11/17/22. Pension Benefit Guaranty Corporation. This .org domain is a mirror of http://www.pbgc.gov/. -- Note added 11/13/13 15:50,,11/13/13 15:50,federal,unspecified,,,
pbgfl.com,,,,County,,Florida,"Palm Beach County, FL -- Note added 7/1/15 18:27",http://pbgfl.com/,6/6/13 18:08,county,,,,
pcaobus.org,,,Website - open to public,Quasigovernmental,,,"""The PCAOB is a nonprofit corporation established by Congress to oversee the audits of public companies in order to protect investors and further the public interest in the preparation of informative, accurate, and independent audit reports. ... The SEC has oversight authority over the PCAOB, including the approval of the Board's rules, standards, and budget."" -DPM 11/17/22. Public Company Accounting Oversight Board -- Note added 9/26/14 16:06",http://pcaobus.org/Pages/default.aspx,9/26/14 16:05,quasigovernmental,,,,
pcbgov.com,,,,Local,,Florida,"City of Panama City Beach, FL -- Note added 2/11/14 13:20",http://pcbgov.com/,6/6/13 18:08,local,,,,
pcgov.org,,,,Local,,Florida,"Panama City, FL -- Note added 7/1/15 18:28",http://pcgov.org/,6/6/13 18:08,local,,,,
pcgovt.com,,,,County,,Kentucky,"Pulaski County, Kentucky -- Note added 8/27/15 16:55",http://pcgovt.com/,6/6/13 18:08,county,,,,
peachamblog.blogspot.com,,,,Local,,Vermont,"Town of Peacham, VT -- Note added 8/14/14 5:42",http://peachamblog.blogspot.com/,6/6/13 18:08,local,,,,
peachcounty.net,,,,County,,Georgia,"Peach County, Ga -- Note added 8/25/15 16:02",http://peachcounty.net/government.cfm,6/6/13 18:08,county,,,,
peachtree-city.org,,,,Local,,Georgia,"Peach Tree City, Ga -- Note added 8/25/15 16:02",http://peachtree-city.org/,6/6/13 18:08,local,,,,
peakcfc.com,Combined Federal Campaign,,,Federal,,,Pikes Peak Combined Federal Campaign -- Note added 7/14/14 6:42,http://www.peakcfc.com/_root/,6/6/13 18:08,federal,unspecified,,,
pearisburg.org,,,,Local,,Virginia,"Town of Pearisburg, VA -- Note added 6/20/14 13:51",http://pearisburg.org/,6/6/13 18:08,local,,,,
pearlrivercounty.net,,,,County,,Mississippi,"Pearl River County, MS -- Note added 7/25/14 17:56",http://www.pearlrivercounty.net/,6/6/13 18:08,county,,,,
cityofpearson.com,,,,Local,,Georgia,"City of Pearson, Ga -- Note added 8/25/15 16:03",http://cityofpearson.com/,6/6/13 18:08,local,,,,
pegram.net,,,,Local,,Tennessee,"Town of Pegram, TN -- Note added 6/26/14 7:25",http://pegram.net/,6/6/13 18:08,local,,,,
pelahatchie.org,,,,Local,,Mississippi,"City of Pelahatchie, MS -- Note added 7/25/14 17:57",http://www.pelahatchie.org/,6/6/13 18:08,local,,,,
pelhamgov.com,,,,Local,,New York,"Village of Pelham, NY -- Note added 7/15/13 18:15",,6/6/13 18:08,local,,,,
pelhamonline.com,,,,Local,,Alabama,"City of Pelham, AL -- Note added 7/15/13 18:17",http://pelhamonline.com/,6/6/13 18:08,local,,,,
pelhamweb.com,,,,Local,,New Hampshire,"pelham, nh -- Note added 9/2/15 19:05",http://www.pelhamweb.com/,6/6/13 18:08,local,,,,
pelicanrapids.com,,,,Local,,Minnesota,"City of Pelican Rapids, MN -- Note added 5/1/15 1:55",http://www.pelicanrapids.com/,6/6/13 18:08,local,,,,
pelicantownship.us,,,,Local,,Minnesota,"Pelican Township, MN -- Note added 5/1/15 1:56",http://www.pelicantownship.us/,6/6/13 18:08,local,,,,
pell-city.com,,,,Local,,Alabama,"Pell City, AL -- Note added 7/15/13 14:32",http://pell-city.com/,6/6/13 18:08,local,,,,
pellstonmi.com,,,,Local,,Michigan,"pellston, mi -- Note added 9/3/15 15:54",http://pellstonmi.com/,6/6/13 18:08,local,,,,
pemberton-twp.com,,,,Local,,New Jersey,"pemberton township, nj -- Note added 9/16/15 16:31",http://pemberton-twp.com/,6/6/13 18:08,local,,,,
pembertonborough.us,,,,Local,,New Jersey,"Borough of Pemberton, nj -- Note added 9/16/15 16:32",http://pembertonborough.us/,6/6/13 18:08,local,,,,
pemberville.org,,,,Local,,Ohio,"Village of Pemberville, OH -- Note added 3/26/14 18:51",http://pemberville.org/,6/6/13 18:08,local,,,,
